139050,4,0,6,0,4,0,6,0
102148,4,0,2,0,4,0,2,0
102150,18,0,4,0,18,0,4,0
115172,1,0,9,0,1,0,9,0
125060,1,0,3,0,1,0,3,0
139008,2,0,6,0,2,0,6,0
139010,2,0,8,0,2,0,8,0
102262,11,0,7,0,11,0,7,0
115204,1,0,6,0,1,0,6,0
159254,1,0,2,0,1,0,2,0
159272,0,0,1,0,0,0,1,0
159274,0,0,6,0,0,0,6,0
159276,2,0,5,0,2,0,5,0
115192,2,0,15,0,2,0,15,0
125028,1,0,3,0,1,0,3,0
125072,0,0,2,0,0,0,2,0
150069,5,0,9,0,5,0,9,0
